principio_ativo;nome_comercial;APRESENTAÇÃO
HIDRÓXIDO DE ALUMÍNIO;PEPSAMAR;230 MG COM MAST CT BL AL PLAS PVC TRANS X 200
HIDRÓXIDO DE ALUMÍNIO;PEPSAMAR;230 MG COM MAST CT BL AL PLAS PVC TRANS X 50
HIDRÓXIDO DE ALUMÍNIO;PEPSAMAR;230 MG COM MAST CT BL AL PLAS PVC TRANS X 200
HIDRÓXIDO DE ALUMÍNIO;MEDANTIACID;230 MG COM MAST CT BL AL PLAS TRANS X 30
HIDRÓXIDO DE ALUMÍNIO;MEDANTIACID;230 MG COM MAST CT BL AL PLAS TRANS X 200 (EMB MULTIPLA)
"HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO";KOLLANGEL FF;178 + 185 MG PO EFEV 50 ENV AL PE X 5G (SABOR ABACAXI) (EMB MULT) 
"HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO";KOLLANGEL FF;178 + 185 MG PO EFEV 50 ENV AL PE X 5G (SABOR LARANJA) (EMB MULT) 
"HIPOFOSFITO DE SÓDIO;PALMITATO DE RETINOL;COLECALCIFEROL";EMULSÃO SCOTT;EMU OR CX FR PLAS OPC X 200 ML
"HIPOFOSFITO DE SÓDIO;PALMITATO DE RETINOL;COLECALCIFEROL";EMULSÃO SCOTT;EMU OR CX FR PLAS OPC X 200 ML 
"HIPOFOSFITO DE SÓDIO;PALMITATO DE RETINOL;COLECALCIFEROL";EMULSÃO SCOTT;EMU OR CX FR PLAS OPC X 400 ML
"HIPOFOSFITO DE SÓDIO;PALMITATO DE RETINOL;COLECALCIFEROL";EMULSÃO SCOTT;EMU OR CX FR PLAS OPC X 200 ML 
"HIPOFOSFITO DE SÓDIO;PALMITATO DE RETINOL;COLECALCIFEROL";EMULSÃO SCOTT;EMU OR CX FR PLAS OPC X 400ML 
HIPROMELOSE;FILMCEL;5 MG/ML SOL OFT CT FR PLAS TRANS GOT X 10 ML
"HPV-16 L1 ;HPV-18 L1";CERVARIX;20 MCG SUS INJ CT SER PREENC VD TRANS X 0.5 ML 
"HPV-16 L1 ;HPV-18 L1";CERVARIX;20 MCG SUS INJ CT 10 SER PREENC VD TRANS X 0.5 ML 
"HUMULUS LUPULUS L.;VALERIANA OFFICINALIS L.";REMILEV;250 MG + 60 MG COM REV CT BL AL AL X 10 
"HUMULUS LUPULUS L.;VALERIANA OFFICINALIS L.";REMILEV;250 MG + 60 MG COM REV CT BL AL AL X 20
HYPERICUM PERFORATUM;HYPERATIV;300 MG COM REV CT BL AL PLAS TRANS X 45
HYPERICUM PERFORATUM L.;DEPRENON  VITA;300 MG CAP GEL DURA CT FR PLAS OPC X 45
IBANDRONATO DE SÓDIO;IBAN;150 MG COM REV CT BL AL AL X 1
IBANDRONATO DE SÓDIO;AFRAT;150 MG COM CT BL AL AL X 1 
IBANDRONATO DE SÓDIO;AFRAT;150 MG COM CT BL AL AL X 2
IBANDRONATO DE SÓDIO;AFRAT;150 MG COM CT BL AL AL X 3
IBANDRONATO DE SÓDIO;AFRAT;150 MG COM CT BL AL AL X 6
IBANDRONATO DE SÓDIO;AFRAT;150 MG COM CT BL AL AL X 12
IBANDRONATO DE SÓDIO;AFRAT;150 MG COM CT BL AL AL X 18
IBANDRONATO DE SÓDIO;AFRAT;150 MG COM CT BL AL AL X 24
IBANDRONATO DE SÓDIO;SINTEZYS;150 MG COM CT BL AL AL X 1 
IBANDRONATO DE SÓDIO;SINTEZYS;150 MG COM CT BL AL AL X 2
IBANDRONATO DE SÓDIO;SINTEZYS;150 MG COM CT BL AL AL X 3
IBANDRONATO DE SÓDIO;SINTEZYS;150 MG COM CT BL AL AL X 6
IBANDRONATO DE SÓDIO;SINTEZYS;150 MG COM CT BL AL AL X 12
IBANDRONATO DE SÓDIO;SINTEZYS;150 MG COM CT BL AL AL X 18
IBANDRONATO DE SÓDIO;SINTEZYS;150 MG COM CT BL AL AL X 24
IBANDRONATO DE SÓDIO;SINTEZYS;150 MG COM CT BL AL AL X 1 
IBANDRONATO DE SÓDIO;SINTEZYS;150 MG COM CT BL AL AL X 3
IBANDRONATO DE SÓDIO;IBANDRONATO DE SÓDIO;150 MG COM CT BL AL AL X 1 
IBANDRONATO DE SÓDIO;IBANDRONATO DE SÓDIO;150 MG COM CT BL AL AL X 3
IBANDRONATO DE SÓDIO;IBANDRONATO DE SÓDIO;150 MG COM REV CT BL AL AL X 1
IBANDRONATO DE SÓDIO;IBANDRONATO DE SÓDIO;150 MG COM REV CT BL AL AL X 2
IBANDRONATO DE SÓDIO;IBANDRONATO DE SÓDIO;150 MG COM REV CT BL AL AL X 3
IBANDRONATO DE SÓDIO;IBANDRONATO DE SÓDIO;150 MG COM REV CT BL AL AL X 4
IBANDRONATO DE SÓDIO;IBANDRONATO DE SÓDIO;150 MG COM REV CT BL AL AL X 12
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO;150 MG COM REV CT BL AL AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 2
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 3
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 12
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANESS;150 MG COM REV CT BL AL AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANESS;150 MG COM REV CT BL AL AL X 2
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANESS;150 MG COM REV CT BL AL AL X 3
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANESS;150 MG COM REV CT BL AL AL X 12
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANUNO;150 MG COM REV CT BL AL AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;EDIFICAN;150 MG COM REV CT BL AL AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;EDIFICAN;150 MG COM REV CT BL AL AL X 3
IBANDRONATO DE SÓDIO MONOIDRATADO;OSTEOBAN;150 MG COM REV CT BL AL AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;OSTEOBAN;150 MG COM REV CT BL AL AL X 3
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SODIO;150 MG COM REV CT BL AL/AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 2
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 3
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 12
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SODIO;150 MG COM REV CT BL AL/AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;OSTEOTEC;150 MG COM REV CT BL AL/AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;OSTEOTEC;150 MG COM REV CT BL AL/AL X 2
IBANDRONATO DE SÓDIO MONOIDRATADO;OSTEOTEC;150 MG COM REV CT BL AL/AL X 3
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 2
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 3
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 12
IBANDRONATO DE SÓDIO MONOIDRATADO;OSBANT;150 MG COM REV CT BL AL AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;OSBANT;150 MG COM REV CT BL AL AL X 2
IBANDRONATO DE SÓDIO MONOIDRATADO;OSBANT;150 MG COM REV CT BL AL AL X 3
IBANDRONATO DE SÓDIO MONOIDRATADO;OSBANT;150 MG COM REV CT BL AL AL X 12
IBANDRONATO DE SÓDIO MONOIDRATADO;BONVIVA;150 MG COM REV CT BL AL/AL X 1 
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 2
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 3
IBANDRONATO DE SÓDIO MONOIDRATADO;IBANDRONATO DE SÓDIO MONOIDRATADO;150 MG COM REV CT BL AL AL X 12
IBANDRONATO DE SÓDIO MONOIDRATADO;IBAND;150 MG COM REV CT BL AL AL X 1
IBANDRONATO DE SÓDIO MONOIDRATADO;IBAND;150 MG COM REV CT BL AL AL X 2
IBANDRONATO DE SÓDIO MONOIDRATADO;IBAND;150 MG COM REV CT BL AL AL X 3
IBANDRONATO DE SÓDIO MONOIDRATADO;IBAND;150 MG COM REV CT BL AL AL X 12
IBRUTINIBE;IMBRUVICA;140 MG CAP DURA CT FR PLAS OPC X 120
IBRUTINIBE;IMBRUVICA;140 MG CAP DURA CT FR PLAS OPC X 90
IBRUTINIBE;IMBRUVICA;140 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 30
IBRUTINIBE;IMBRUVICA;420 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 30
IBRUTINIBE;IMBRUVICA;560 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 30
IBUPROFENO;PROINFLAC;4 MG/ML SOL INFUS IV CX 10 FA PLAS PEBD TRANS SIST FECH X 100ML
IBUPROFENO;PROINFLAC;4 MG/ML SOL INFUS IV CX 20 FA PLAS PEBD TRANS SIST FECH X 100ML
IBUPROFENO;PROINFLAC;6 MG/ML SOL INFUS IV CX 10 FA PLAS PEBD TRANS SIST FECH X 100ML
IBUPROFENO;PROINFLAC;6 MG/ML SOL INFUS IV CX 20 FA PLAS PEBD TRANS SIST FECH X 100ML
IBUPROFENO;ADVIL 12H;600 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC/PE TRANS X 6
IBUPROFENO;ADVIL 12H;600 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC/PE TRANS X 12
IBUPROFENO;ADVIL 12H;600 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC/PE TRANS X 36
IBUPROFENO;ADVIL;200 MG COM REV CT  BL AL PLAS TRANS X 20
IBUPROFENO;ADVIL;200 MG COM REV CT BL AL PLAS TRANS X 100
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 60 
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 160
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 36 
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 20
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 16
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 10
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 8
IBUPROFENO;ADVIL;400 MG CAP MOLE CT FR PLAS OPC X 16
IBUPROFENO;ADVIL;400 MG CAP MOLE CT FR PLAS OPC X 10
IBUPROFENO;CAPSFEN;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 4
IBUPROFENO;CAPSFEN;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;CAPSFEN;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 20
IBUPROFENO;CAPSFEN;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 30
IBUPROFENO;CAPSFEN;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 200
IBUPROFENO;CAPSFEN;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 500
IBUPROFENO;IBULIV;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 8
IBUPROFENO;IBULIV;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 20
IBUPROFENO;IBULIV;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 40
IBUPROFENO;IBULIV;400 MG COM REV CT BL AL PLAS OPC X 10 
IBUPROFENO;IBULIV;50 MG/ML SUS GOT OR CT FR GOT PLAS OPC X 20 ML
IBUPROFENO;IBULIV;50 MG/ML SUS GOT OR CT FR GOT PLAS OPC X 30 ML
IBUPROFENO;IBULIV;100 MG/ML SUS GOT OR CT FR GOT PLAS OPC X 20 ML
IBUPROFENO;IBUPRIL;600 MG COM CT BL AL PLAS AMB X 20 
IBUPROFENO;IBUPRIL;300 MG COM CT BL AL PLAS AMB X 20  
IBUPROFENO;IBUPRIL;50 MG/ML SUS OR CT FR GOT PLAS OPC X 30 ML 
IBUPROFENO;IBUPRIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 8
IBUPROFENO;IBUPRIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 10
IBUPROFENO;IBUPRIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 36
IBUPROFENO;IBUPRIL;100 MG/ML SUS OR CT FR GOT PLAS OPC X 20 ML
IBUPROFENO;IBUPROFENO;50 MG/ML SUS OR CT FR GOT PLAS OPC X 30 ML 
IBUPROFENO;IBUPROFENO;50 MG/ML SUS OR CX 50 FR GOT PLAS OPC X 30 ML
IBUPROFENO;IBUPROFENO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;IBUPRIL CAPS;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;ALGY-FLANDERIL;300 MG COM CT BL AL PLAS PVC TRANS X 20
IBUPROFENO;ALGY-FLANDERIL;600 MG COM CT BL AL PLAS PVC TRANS X 20
IBUPROFENO;ALGY-FLANDERIL;300 MG COM CT BL AL PLAS PVC TRANS X 500
IBUPROFENO;ALGY-FLANDERIL;600 MG COM CT BL AL PLAS PVC TRANS X 500
IBUPROFENO;ALGY-FLANDERIL;50 MG/ML SUS OR FR PLAS OPC GOT X 30 ML
IBUPROFENO;ALGY-FLANDERIL;50 MG/ML SUS OR 50 FR PLAS OPC GOT X 30 ML
IBUPROFENO;IBUPROFENO;100 MG/ML SUS GOT OR CT FR GOT PLAS PEAD/PEBD OPC X 20 ML
IBUPROFENO;ALGY GOTAS;100 MG/ML SUS GOT OR CT FR GOT PLAS PEAD/PEBD OPC X 20 ML
IBUPROFENO;IBUPROFENO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;ALGY-FLANDERIL CAPS;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;IBUPROFENO;600 MG COM CT BL AL PLAS PVC TRANS X 20
IBUPROFENO;VANTIL;50 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML 
IBUPROFENO;VANTIL;100 MG/ML SUS OR CT FR GOT PLAS OPC X 20 ML
IBUPROFENO;IBUPROFENO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 4
IBUPROFENO;IBUPROFENO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;IBUPROFENO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 20
IBUPROFENO;IBUPROFENO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 30
IBUPROFENO;IBUPROFENO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 200
IBUPROFENO;IBUPROFENO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 500
IBUPROFENO;IBUGLOBO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 4
IBUPROFENO;IBUGLOBO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;IBUGLOBO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 20
IBUPROFENO;IBUGLOBO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 30
IBUPROFENO;IBUGLOBO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 200
IBUPROFENO;IBUGLOBO;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 500
IBUPROFENO;DALSY;20 MG/ML SUS OR CT FR PLAS AMB X 100 ML + SER DOS 
IBUPROFENO;DALSY;20 MG/ML SUS OR CT FR VD AMB X 100 ML + SER DOS
IBUPROFENO;DORALIV;50 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML
IBUPROFENO;DORALIV;100 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML
IBUPROFENO;IBUPROFENO;50 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML
IBUPROFENO;IBUPROFENO;100 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML
IBUPROFENO;IBUPROFENO;50 MG/ML SUS OR CT FR GOT PLAS OPC  X 30 ML 
IBUPROFENO;IBUPROFENO;20MG/ML SUS OR CT FR VD AMB X 100ML + SER DOSAD
IBUPROFENO;IBUPROFENO;100 MG/ML SUS CT FR PLAS OPC X 20 ML + CGT
IBUPROFENO;BUPROLIVIUM;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;BUPROLIVIUM;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 36
IBUPROFENO;BUPROLIVIUM;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 8
IBUPROFENO;BUPROLIVIUM;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 60
IBUPROFENO;PARARTRIN;300 MG COM CT ENV PAP/PLAS PE X 30
IBUPROFENO;PARARTRIN;600 MG COM CT ENV PAP/PLAS PE X 30
IBUPROFENO;IQUEGO-IBUPROFENO;300 MG COM REV CX BL AL PVC TRANS X 500
IBUPROFENO;IBUPROFENO;50 MG/ML SUS GOT OR CT FR GOT PLAS PEBD/PEAD OPC X 30 ML
IBUPROFENO;IBUPROFENO;100 MG/ML SUS GOT OR CT FR GOT PLAS PEBD/PEAD OPC X 20 ML 
IBUPROFENO;IBUPROMED;50 MG / ML SUS OR CT FR PLAS OPC GOT X 30 ML
IBUPROFENO;IBUPROMED;100 MG / ML SUS OR CT FR PLAS OPC GOT X 20 ML
IBUPROFENO;ALUDOR;50 MG/ML SUS GOT OR CT FR PLAS PE OPC X 30 ML
IBUPROFENO;ALUDOR;100 MG/ML SUS GOT OR GOT CT FR PLAS PE OPC X 20 ML
IBUPROFENO;IBUCAPS;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 4
IBUPROFENO;IBUCAPS;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;IBUCAPS;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 20
IBUPROFENO;IBUCAPS;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 30
IBUPROFENO;IBUCAPS;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 200
IBUPROFENO;IBUCAPS;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 500
IBUPROFENO;BUPROVIL;600 MG COM REV CT BL AL PLAS INC X 30
IBUPROFENO;BUPROVIL;300 MG COM REV CT BL AL PLAS INC X 30
IBUPROFENO;BUPROVIL;300 MG COM REV CT BL AL PLAS INC X 600
IBUPROFENO;BUPROVIL;300 MG COM REV CT BL AL PLAS INC X 200
IBUPROFENO;BUPROVIL;50 MG/ML SUS OR CX 50 FR PLAS OPC X 30 ML (EMB MULT)
IBUPROFENO;BUPROVIL;300 MG COM REV CT BL AL PLAS TRANS X 20
IBUPROFENO;BUPROVIL;600 MG COM REV CT BL AL PLAS TRANS X 20
IBUPROFENO;BUPROVIL;50 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML 
IBUPROFENO;BUPROVIL;100 MG/ML SUS CT FR PLAS OPC X 20 ML + CGT
IBUPROFENO;BUPROVIL;100 MG/ML SUS CT FR PLAS OPC X 20 ML + CGT
IBUPROFENO;OTIUN;40 MG/ML SUS OR CT FR PLAS TRANSL X 20 ML + COP + SER DOS 
IBUPROFENO;OTIUN;40 MG/ML SUS OR CT FR PLAS TRANSL X 90 ML + COP + SER DOS 
IBUPROFENO;MOTRIN;600 MG COM REV CT BL AL PLAS TRANS X 12
IBUPROFENO;MOTRIN;600 MG COM REV CT BL AL PLAS TRANS X 30
IBUPROFENO;MOTRIN;600 MG COM REV CT FR PLAS OPC X 30
IBUPROFENO;MOTRIN;600 MG COM REV CT FR PLAS OPC X 50
IBUPROFENO;ADVIL;200 MG COM REV CT  BL AL PLAS TRANS X 20
IBUPROFENO;ADVIL;200 MG COM REV CT BL AL PLAS TRANS X 100
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 60 
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 160
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 36 
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 20
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 16
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 10
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 8
IBUPROFENO;ADVIL;400 MG CAP MOLE CT FR PLAS OPC X 16
IBUPROFENO;ADVIL;400 MG CAP MOLE CT FR PLAS OPC X 10
IBUPROFENO;IBUPROFENO;600 MG COM REV CT BL AL PLAS TRANS X 20
IBUPROFENO;IBUPROFENO;600 MG COM REV CT BL AL PLAS TRANS X 500
IBUPROFENO;IBUPROFENO;600 MG COM REV CT BL AL PLAS TRANS X 280 (EMB FRAC)
IBUPROFENO;IBUPROFENO;600 MG COM REV CT BL AL PLAS TRANS X 30
IBUPROFENO;IBUPROFENO;50 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML 
IBUPROFENO;IBUPROFENO;50 MG/ML SUS OR CX 200 FR PLAS OPC GOT X 30 ML (EMB HOSP)
IBUPROFENO;IBUPROFENO;400 MG COM REV CT BL AL PLAS PVC TRANS X 10
IBUPROFENO;IBUPROFENO;400 MG COM REV CT BL AL PLAS PVC TRANS X 500
IBUPROFENO;IBUPROFENO;100 MG/ML SUS OR CT FR PLAS OPC X 20 ML + CGT
IBUPROFENO;IBUPROFENO;50 MG/ ML SUS OR CT FR GOT PLAS OPC  X 30 ML 
IBUPROFENO;IBUPROFENO;600 MG CAP GEL MOLE CT BL PVC/PVDC/AL X 4
IBUPROFENO;IBUPROFENO;600 MG CAP GEL MOLE CT BL PVC/PVDC/AL X 10
IBUPROFENO;IBUPROFENO;600 MG CAP GEL MOLE CT BL PVC/PVDC/AL X 20
IBUPROFENO;IBUPROFENO;600 MG CAP GEL MOLE CT BL PVC/PVDC/AL X 30
IBUPROFENO;IBUPROFENO;600 MG CAP GEL MOLE CT BL PVC/PVDC/AL X 200
IBUPROFENO;IBUPROFENO;600 MG CAP GEL MOLE CT BL PVC/PVDC/AL X 500
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 2
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 4
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 8
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 16
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 20
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 36
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 40
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 48
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 60
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 100
IBUPROFENO;IBUPROTRAT;50MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML 
IBUPROFENO;IBUPROTRAT;50MG/ML SUS OR CX 50 FR PLAS  OPC GOT X 30 ML  
IBUPROFENO;IBUPROTRAT;50MG/ML SUS OR CX 100 FR PLAS  OPC GOT X 30 ML
IBUPROFENO;IBUPROTRAT;20 MG/ML SUS OR CT FR PLAS AMB X 100 ML + SER DOS 
IBUPROFENO;IBUPROTRAT;20 MG/ML SUS OR CX 50 FR PLAS AMB X 100 ML + 50 CP
IBUPROFENO;IBUPROFENO;100 MG/ML SUS OR CT FR GOT PLAS OPC X 20 ML
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PE/PVDC TRANS X 10
IBUPROFENO;PRALÍVIO;400 MG CAP MOLE CT BL AL PLAS PVC/PE/PVDC TRANS X 10
IBUPROFENO;PRALÍVIO;100 MG/ML SUS OR CT FR GOT PLAS OPC X 20 ML
IBUPROFENO;IBUPROFENO;50 MG/ML SUSP OR FR PLAS GOT X 30 ML 
IBUPROFENO;IBUPROFENO;100 MG/ML SUSP OR GOT CT FR PLAS OPC X 20 ML  
IBUPROFENO;IBUVIX;300 MG COM CT BL AL PVC INC X 20
IBUPROFENO;IBUVIX;300 MG COM CT BL AL PVC INC X 30
IBUPROFENO;IBUVIX;300 MG COM CT BL AL PVC INC X 500 (EMB HOSP)
IBUPROFENO;IBUVIX;400 MG COM CT BL AL PVC INC X 10   
IBUPROFENO;IBUVIX;600 MG COM REV CT BL AL PLAS TRANS X 20
IBUPROFENO;IBUVIX;600 MG COM REV CT BL AL PLAS TRANS X 30
IBUPROFENO;IBUPROFENO;600 MG COM REV CT BL AL PLAS TRANS X 20
IBUPROFENO;IBUPROFENO;50 MG/ML SUS GOT OR CT FR GOT PLAS PE OPC X 30 ML
IBUPROFENO;IBUPROFENO;100 MG/ML SUS GOT OR CT FR GOT PLAS PE OPC X 20 ML
IBUPROFENO;IBUVIX;50 MG/ML SUS GOT OR CT FR GOT PLAS PE OPC X 30 ML
IBUPROFENO;IBUVIX;100 MG/ML SUS GOT OR CT FR GOT PLAS PE OPC X 20 ML
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE  CT BL AL PLAS PVC/PVDC TRANS X 8
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 40
